,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
1098,Larissa: The Other Side of Anitta,tt35630679,Larissa: The Other Side of Anitta // Larissa: O Outro Lado de Anitta,Yes,2025-03-06,4500000,1:40,2700000,Larissa: The Other Side of Anitta,2025.0,movie,Larissa: The Other Side of Anitta,Larissa: The Other Side of Anitta,2025,100,"Biography,Documentary,Music"
1101,O Amor D Trabalho,tt7853804,O Amor D Trabalho,No,,4500000,1:41,2700000,O Amor D Trabalho,1000.0,movie,O Amor Dá Trabalho,O Amor Dá Trabalho,2019,100,"Comedy,Fantasy"
1115,Unforgettable,tt3462710,Unforgettable (2017),No,,4500000,1:40,2700000,Unforgettable,2017.0,movie,Unforgettable,Unforgettable,2017,100,"Drama,Thriller"
1088,Annabelle,tt3322940,Annabelle,No,,4400000,1:39,2700000,Annabelle,1000.0,movie,Annabelle,Annabelle,2014,99,"Horror,Mystery,Thriller"
1111,The Nun,tt5814060,The Nun (2018),No,,4400000,1:37,2700000,The Nun,2018.0,movie,The Nun,The Nun,2018,96,"Horror,Mystery,Thriller"
1117,Wedding Season,tt11426572,Wedding Season,Yes,2022-08-04,4400000,1:39,2700000,Wedding Season,2022.0,movie,Wedding Season,Wedding Season,2022,98,"Comedy,Romance"
32,Obsessions,tt32127524,Obsessions // Takõntõlar,No,,4300000,1:37,2700000,Obsessions,1000.0,movie,Takintilar,Takintilar,2024.0,96.0,Comedy
1105,See You on Venus,tt14960612,See You on Venus,No,,4300000,1:35,2700000,See You on Venus,1000.0,movie,See You on Venus,See You on Venus,2023,94,"Drama,Romance"
1108,That's Amor,tt21388556,That's Amor,Yes,2022-08-25,4300000,1:36,2700000,That's Amor,2022.0,movie,That's Amor,That's Amor,2022,96,"Comedy,Romance"
1112,Tout le bleu du ciel,tt35562998,Tout le bleu du ciel,No,2025-01-27,4300000,1:37,2700000,Tout le bleu du ciel,2025.0,tvMovie,Tout le bleu du ciel,Tout le bleu du ciel,2025,\N,Drama
1114,Underworld: Blood Wars,tt3717252,Underworld: Blood Wars,No,,4200000,1:32,2700000,Underworld: Blood Wars,1000.0,movie,Underworld: Blood Wars,Underworld: Blood Wars,2016,91,"Action,Crime,Drama"
33,Scarecrow,tt34830387,Scarecrow // Espantaho,No,,4100000,1:30,2700000,Scarecrow,1000.0,movie,Espantaho,Espantaho,2024.0,90.0,Horror
1119,When in Rome,tt1185416,When in Rome (2010),No,,4100000,1:31,2700000,When in Rome,2010.0,movie,When in Rome,When in Rome,2010,91,"Comedy,Romance"
1121,Zombieland,tt1156398,Zombieland,No,,4000000,1:28,2700000,Zombieland,1000.0,movie,Zombieland,Zombieland,2009,88,"Action,Comedy,Horror"
1093,Grave of the Fireflies,tt0095327,Grave of the Fireflies // _____,No,,3900000,1:28,2700000,Grave of the Fireflies,1000.0,movie,Grave of the Fireflies,Hotaru no haka,1988,88,"Animation,Drama,War"
31,Haikyu!!: The Dumpster Battle,tt30476486,Haikyu!!: The Dumpster Battle // ________!! ________,No,,3800000,1:24,2700000,Haikyu!!: The Dumpster Battle,1000.0,movie,Haikyu!! The Dumpster Battle,Gekijôban Haikyû!! Gomi Suteba no Kessen,2024.0,85.0,"Animation,Comedy,Drama"
1142,The Godfather,tt0068646,The Godfather (1972),No,,7700000,2:58,2600000,The Godfather,1972.0,movie,The Godfather,The Godfather,1972,175,"Crime,Drama"
1132,John Wick: Chapter 3 - Parabellum,tt6146586,John Wick: Chapter 3 - Parabellum,No,,5700000,2:11,2600000,John Wick: Chapter 3 - Parabellum,1000.0,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Drama"
1143,The Mauritanian,tt4761112,The Mauritanian,No,,5600000,2:09,2600000,The Mauritanian,1000.0,movie,The Mauritanian,The Mauritanian,2021,129,"Biography,Drama,Thriller"
1129,Golden Kamuy,tt19759618,Golden Kamuy // ________,Yes,2024-05-19,5500000,2:09,2600000,Golden Kamuy,2024.0,movie,Golden Kamuy,Golden Kamuy,2024,127,"Action,Adventure,Drama"
1138,Rogue Agent,tt9731386,Rogue Agent,No,2022-07-27,5000000,1:56,2600000,Rogue Agent,2022.0,movie,Rogue Agent,Rogue Agent,2022,115,"Action,Adventure,Drama"
1137,RED,tt1245526,RED (2010),No,,4900000,1:51,2600000,RED,2010.0,movie,RED,RED,2010,111,"Action,Comedy,Crime"
1147,Wonder,tt2543472,Wonder,No,,4900000,1:53,2600000,Wonder,1000.0,movie,Wonder,Wonder,2017,113,"Drama,Family"
1123,Afterlife of the Party,tt11742798,Afterlife of the Party,Yes,2021-09-02,4800000,1:50,2600000,Afterlife of the Party,2021.0,movie,Afterlife of the Party,Afterlife of the Party,2021,109,"Comedy,Drama,Fantasy"
1127,Dumplin',tt4878482,Dumplin',No,2018-12-07,4700000,1:50,2600000,Dumplin',2018.0,movie,Dumplin',Dumplin',2018,110,"Comedy,Drama"
1140,Stolen,tt21955196,Stolen,Yes,2024-04-12,4700000,1:47,2600000,Stolen,2024.0,movie,Stolen,Stöld,2024,105,"Drama,Thriller"
1131,In the Tall Grass,tt4687108,In the Tall Grass,Yes,2019-10-04,4500000,1:42,2600000,In the Tall Grass,2019.0,movie,In the Tall Grass,In the Tall Grass,2019,101,"Horror,Mystery,Sci-Fi"
1141,Thaghut,tt32642725,Thaghut,No,,4500000,1:43,2600000,Thaghut,1000.0,movie,Thaghut,Thaghut,2024,102,Horror
1134,Monster Hunter,tt6475714,Monster Hunter,No,,4400000,1:43,2600000,Monster Hunter,1000.0,movie,Monster Hunter,Monster Hunter,2020,103,"Action,Adventure,Fantasy"
1136,Nobody Sleeps in the Woods Tonight,tt11240506,Nobody Sleeps in the Woods Tonight // W lesie dzi_ nie za_nie nikt,Yes,2020-03-20,4400000,1:43,2600000,Nobody Sleeps in the Woods Tonight,2020.0,movie,Nobody Sleeps in the Woods Tonight,W lesie dzis nie zasnie nikt,2020,102,"Fantasy,Horror,Mystery"
1144,The Princess Switch,tt8954732,The Princess Switch,Yes,2018-11-16,4400000,1:42,2600000,The Princess Switch,2018.0,movie,The Princess Switch,The Princess Switch,2018,101,"Comedy,Drama,Family"
1122,After Earth,tt1815862,After Earth,No,,4300000,1:40,2600000,After Earth,1000.0,movie,After Earth,After Earth,2013,100,"Action,Adventure,Drama"
1,Blumhouse's Truth or Dare: Extended Director's Cut,tt6772950,Blumhouse's Truth or Dare: Extended Director's Cut,No,,4300000,1:41,2600000,Blumhouse's Truth or Dare: Extended Director's Cut,1000.0,movie,Truth or Dare,Truth or Dare,2018,100,"Horror,Mystery,Thriller"
1126,Chupa,tt14923260,Chupa,Yes,2023-04-07,4300000,1:39,2600000,Chupa,2023.0,movie,Chupa,Chupa,2023,95,"Action,Adventure,Drama"
1130,Haunting of MountÊGede,tt33512889,Haunting of MountÊGede // Petaka Gunung Gede,No,,4300000,1:38,2600000,Haunting of MountÊGede,1000.0,movie,Haunting of Mount Gede,Petaka Gunung Gede,2025,98,"Adventure,Horror"
1135,Mr. Deeds,tt0280590,Mr. Deeds,No,,4200000,1:37,2600000,Mr. Deeds,1000.0,movie,Mr. Deeds,Mr. Deeds,2002,96,"Comedy,Romance"
1133,Late Night with the Devil,tt14966898,Late Night with the Devil,No,,4100000,1:33,2600000,Late Night with the Devil,1000.0,movie,Late Night with the Devil,Late Night with the Devil,2023,93,Horror
1145,There's Someone Inside Your House,tt8150814,There's Someone Inside Your House,Yes,2021-10-06,4100000,1:36,2600000,There's Someone Inside Your House,2021.0,movie,There's Someone Inside Your House,There's Someone Inside Your House,2021,96,"Horror,Mystery,Thriller"
1124,Anaconda,tt0118615,Anaconda,No,,3900000,1:29,2600000,Anaconda,1000.0,movie,Anaconda,Anaconda,1997,89,"Action,Adventure,Horror"
1128,Gnome Alone,tt5851786,Gnome Alone,No,2018-10-19,3700000,1:26,2600000,Gnome Alone,2018.0,movie,Gnome Alone,Gnome Alone,2017,85,"Adventure,Animation,Comedy"
1146,Twas the Text Before Christmas,tt27915407,Twas the Text Before Christmas,No,,3600000,1:24,2600000,Twas the Text Before Christmas,1000.0,tvMovie,'Twas the Text Before Christmas,'Twas the Text Before Christmas,2023,83,"Comedy,Romance"
1148,Wrong Turn,tt0295700,Wrong Turn (2003),No,,3600000,1:24,2600000,Wrong Turn,2003.0,movie,Wrong Turn,Wrong Turn,2003,84,"Horror,Thriller"
1139,Sleeping Princess,tt32658488,Sleeping Princess // Princesa Adormecida,Yes,,3500000,1:21,2600000,Sleeping Princess,1000.0,movie,Princesa Adormecida,Princesa Adormecida,2024,80,"Drama,Family,Fantasy"
1125,Barbie & Teresa: Recipe For Friendship,tt33550838,Barbie & Teresa: Recipe For Friendship,No,,2600000,1:01,2600000,Barbie & Teresa: Recipe For Friendship,1000.0,movie,Barbie and Teresa: Recipe for Friendship,Barbie and Teresa: Recipe for Friendship,2025,60,Animation
1164,Khel Khel Mein,tt27056012,Khel Khel Mein // ___ ___ ___,Yes,,5400000,2:12,2500000,Khel Khel Mein,1000.0,movie,Khel Khel Mein,Khel Khel Mein,2024,135,"Comedy,Drama"
1176,Spider-Man 2,tt0316654,Spider-Man 2,No,,5300000,2:08,2500000,Spider-Man 2,1000.0,movie,Spider-Man 2,Spider-Man 2,2004,127,"Action,Adventure,Sci-Fi"
1163,Justice League,tt0974015,Justice League (2017),No,,5000000,2:00,2500000,Justice League,2017.0,movie,Justice League,Justice League,2017,120,"Action,Adventure,Fantasy"
1165,Kong: Skull Island,tt3731562,Kong: Skull Island,No,,5000000,1:58,2500000,Kong: Skull Island,1000.0,movie,Kong: Skull Island,Kong: Skull Island,2017,118,"Action,Adventure,Fantasy"
1171,Perusu,tt30406302,Perusu,Yes,,5000000,2:00,2500000,Perusu,1000.0,movie,Perusu,Perusu,2025,125,Comedy
1181,The Week Of,tt6821012,The Week Of,Yes,2018-04-27,4900000,1:57,2500000,The Week Of,2018.0,movie,The Week Of,The Week Of,2018,116,Comedy
1170,Peninsula,tt8850222,Peninsula // __,No,,4800000,1:56,2500000,Peninsula,1000.0,movie,Peninsula,Bando,2020,116,"Action,Drama,Horror"
1175,Shooting Stars,tt3715152,Shooting Stars (2023),No,,4800000,1:56,2500000,Shooting Stars,2023.0,movie,Shooting Stars,Shooting Stars,2023,116,"Drama,Sport"
1158,Fair Play,tt16304446,Fair Play,Yes,2023-10-06,4700000,1:55,2500000,Fair Play,2023.0,movie,Fair Play,Fair Play,2023,113,"Drama,Thriller"
1169,Love & Gelato,tt15521050,Love & Gelato,Yes,2022-06-22,4700000,1:52,2500000,Love & Gelato,2022.0,movie,Love & Gelato,Love & Gelato,2022,110,"Comedy,Drama,Romance"
1179,The Conjuring,tt1457767,The Conjuring,No,,4700000,1:52,2500000,The Conjuring,1000.0,movie,The Conjuring,The Conjuring,2013,112,"Horror,Mystery,Thriller"
1159,Family Camp,tt11535358,Family Camp,No,,4600000,1:51,2500000,Family Camp,1000.0,movie,Family Camp,Family Camp,2022,111,"Comedy,Family"
1167,Lakeview Terrace,tt0947802,Lakeview Terrace,No,,4600000,1:51,2500000,Lakeview Terrace,1000.0,movie,Lakeview Terrace,Lakeview Terrace,2008,110,"Crime,Drama,Thriller"
1177,Spy x Family Code: White,tt26684398,Spy x Family Code: White // ___ SPY_FAMILY CODE: White,No,,4600000,1:50,2500000,Spy x Family Code: White,1000.0,movie,Spy x Family Code: White,Gekijôban Supai Famirî Kôdo: Howaito,2023,110,"Action,Animation,Comedy"
1149,After,tt4126476,After,No,2019-07-12,4400000,1:46,2500000,After,2019.0,movie,After,After,2019,105,"Drama,Romance"
1150,Against The Ice,tt13873302,Against The Ice,Yes,2022-03-02,4400000,1:44,2500000,Against The Ice,2022.0,movie,Against the Ice,Against the Ice,2022,102,"Adventure,Drama,History"
1151,An Invisible Victim: The Eliza Samudio Case,tt34773828,An Invisible Victim: The Eliza Samudio Case // A Vtima Invisvel: O Caso Eliza Samudio,Yes,2024-09-26,4300000,1:42,2500000,An Invisible Victim: The Eliza Samudio Case,2024.0,,,,,,
1154,Breaking,tt12311620,Breaking (2022),No,,4300000,1:43,2500000,Breaking,2022.0,movie,Breaking,Breaking,2022,103,"Crime,Drama,Thriller"
1156,Code 8,tt6259380,Code 8 (2019),No,,4200000,1:39,2500000,Code 8,2019.0,movie,Code 8,Code 8,2019,98,"Action,Crime,Drama"
1172,Rambo III,tt0095956,Rambo III,No,,4200000,1:41,2500000,Rambo III,1000.0,movie,Rambo III,Rambo III,1988,102,"Action,Adventure,Thriller"
1155,Clueless,tt0112697,Clueless (1995),No,,4100000,1:38,2500000,Clueless,1995.0,movie,Clueless,Clueless,1995,97,"Comedy,Romance"
1168,Little Chicken's Egg-cellent Adventure,tt4643580,Little Chicken's Egg-cellent Adventure // Un gallo con muchos huevos,No,,4100000,1:37,2500000,Little Chicken's Egg-cellent Adventure,1000.0,movie,Huevos: Little Rooster's Egg-cellent Adventure,Un gallo con muchos huevos,2015,98,"Adventure,Animation,Comedy"
1178,The Addams Family,tt0101272,The Addams Family (1991),No,,4100000,1:40,2500000,The Addams Family,1991.0,movie,The Addams Family,The Addams Family,1991,99,"Comedy,Fantasy"
1162,Hostel: Part II,tt0498353,Hostel: Part II,No,,4000000,1:35,2500000,Hostel: Part II,1000.0,movie,Hostel: Part II,Hostel: Part II,2007,94,Horror
1160,Father of the Year,tt7256866,Father of the Year,Yes,2018-07-20,3900000,1:35,2500000,Father of the Year,2018.0,movie,Father of the Year,Father of the Year,2018,94,Comedy
1180,The Takeover,tt18082758,The Takeover,Yes,2022-11-01,3700000,1:28,2500000,The Takeover,2022.0,movie,The Takeover,The Takeover,2022,87,"Action,Crime,Thriller"
1173,Red Eye,tt0421239,Red Eye (2005),No,,3600000,1:26,2500000,Red Eye,2005.0,movie,Red Eye,Red Eye,2005,85,Thriller
1157,Deuce Bigalow: European Gigolo,tt0367652,Deuce Bigalow: European Gigolo,No,,3500000,1:23,2500000,Deuce Bigalow: European Gigolo,1000.0,movie,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,2005,83,Comedy
1152,Antz,tt0120587,Antz,No,,3400000,1:23,2500000,Antz,1000.0,movie,Antz,Antz,1998,83,"Adventure,Animation,Comedy"
1153,Blackout,tt8363392,Blackout (2022),No,,3400000,1:22,2500000,Blackout,2022.0,movie,Blackout,Blackout,2022,81,"Action,Crime,Thriller"
1161,Hack Your Health: The Secrets of Your Gut,tt31316096,Hack Your Health: The Secrets of Your Gut,Yes,2024-04-26,3300000,1:20,2500000,Hack Your Health: The Secrets of Your Gut,2024.0,movie,Hack Your Health: The Secrets of Your Gut,Hack Your Health: The Secrets of Your Gut,2024,79,Documentary
1174,Secrets of the Neanderthals,tt32065103,Secrets of the Neanderthals,Yes,2024-05-02,3300000,1:20,2500000,Secrets of the Neanderthals,2024.0,movie,Secrets of the Neanderthals,Secrets of the Neanderthals,2024,80,Documentary
1166,La Leyenda de la Llorona,tt1828224,La Leyenda de la Llorona,No,,3100000,1:15,2500000,La Leyenda de la Llorona,1000.0,movie,The Legend of La Llorona,La Leyenda de la Llorona,2011,75,"Adventure,Animation,Family"
1193,Free State of Jones,tt1124037,Free State of Jones,No,,5500000,2:19,2400000,Free State of Jones,1000.0,movie,Free State of Jones,Free State of Jones,2016,139,"Action,Biography,Drama"
1211,Public Enemies,tt1152836,Public Enemies (2009),No,,5500000,2:20,2400000,Public Enemies,2009.0,movie,Public Enemies,Public Enemies,2009,140,"Biography,Crime,Drama"
1214,Spider-Man: Homecoming,tt2250912,Spider-Man: Homecoming,No,,5400000,2:14,2400000,Spider-Man: Homecoming,1000.0,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi"
1215,The Ballad of Buster Scruggs,tt6412452,The Ballad of Buster Scruggs,Yes,2018-11-16,5400000,2:13,2400000,The Ballad of Buster Scruggs,2018.0,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,2018,133,"Comedy,Drama,Musical"
1217,The Conjuring 2,tt3065204,The Conjuring 2,No,,5400000,2:14,2400000,The Conjuring 2,1000.0,movie,The Conjuring 2,The Conjuring 2,2016,134,"Horror,Mystery,Thriller"
1212,Queen & Slim,tt8722346,Queen & Slim,No,,5200000,2:12,2400000,Queen & Slim,1000.0,movie,Queen & Slim,Queen & Slim,2019,132,"Crime,Drama,Romance"
1186,Black Mass,tt1355683,Black Mass,No,,5000000,2:03,2400000,Black Mass,1000.0,movie,Black Mass,Black Mass,2015,123,"Biography,Crime,Drama"
1207,Operation Finale,tt5208252,Operation Finale,Yes,2018-10-03,5000000,2:04,2400000,Operation Finale,2018.0,movie,Operation Finale,Operation Finale,2018,122,"Biography,Drama,History"
1219,The Mummy,tt0120616,The Mummy (1999),No,,5000000,2:05,2400000,The Mummy,1999.0,movie,The Mummy,The Mummy,1999,124,"Action,Adventure,Fantasy"
1184,Black Adam,tt6443346,Black Adam,No,,4900000,2:05,2400000,Black Adam,1000.0,movie,Black Adam,Black Adam,2022,125,"Action,Adventure,Fantasy"
1188,Cold Pursuit,tt5719748,Cold Pursuit,No,,4800000,1:58,2400000,Cold Pursuit,1000.0,movie,Cold Pursuit,Cold Pursuit,2019,119,"Action,Comedy,Crime"
1204,Lion,tt3741834,Lion (2016),No,,4700000,1:59,2400000,Lion,2016.0,movie,Lion,Lion,2016,118,"Biography,Drama"
1209,Passengers,tt1355644,Passengers (2016),No,,4700000,1:56,2400000,Passengers,2016.0,movie,Passengers,Passengers,2016,116,"Drama,Romance,Sci-Fi"
1185,Black Clover: Sword of the Wizard King,tt22868844,Black Clover: Sword of the Wizard King // _________ _____,Yes,2023-06-16,4600000,1:53,2400000,Black Clover: Sword of the Wizard King,2023.0,movie,Black Clover: Sword of the Wizard King,Burakku Kurôbâ: Mahôtei no Ken,2023,110,"Action,Adventure,Animation"
1189,Dallas Buyers Club,tt0790636,Dallas Buyers Club,No,,4600000,1:57,2400000,Dallas Buyers Club,1000.0,movie,Dallas Buyers Club,Dallas Buyers Club,2013,117,"Biography,Drama"
1197,How to Be Single,tt1292566,How to Be Single,No,,4400000,1:50,2400000,How to Be Single,1000.0,movie,How to Be Single,How to Be Single,2016,110,"Comedy,Drama,Romance"
1220,The Other Guys,tt1386588,The Other Guys,No,,4400000,1:48,2400000,The Other Guys,1000.0,movie,The Other Guys,The Other Guys,2010,107,"Action,Comedy,Crime"
1191,Fast & Furious,tt1013752,Fast & Furious,No,,4300000,1:47,2400000,Fast & Furious,1000.0,movie,Fast & Furious,Fast & Furious,2009,107,"Action,Thriller"
1202,LIM YOUNG WOONG_IM HERO THE STADIUM,tt33317136,LIM YOUNG WOONG_IM HERO THE STADIUM // ______ ___ _ ____,No,,4300000,1:49,2400000,LIM YOUNG WOONG_IM HERO THE STADIUM,1000.0,movie,Lim Young Woong: Im Hero the Stadium,Lim Young Woong: Im Hero the Stadium,2024,\N,\N
34,Firefighters,tt32628369,Firefighters // ___,No,,4200000,1:46,2400000,Firefighters,1000.0,movie,The Firefighters,Sobanggwan,2024.0,106.0,"Action,Drama"
1196,Holidate,tt9866072,Holidate,Yes,2020-10-28,4200000,1:45,2400000,Holidate,2020.0,movie,Holidate,Holidate,2020,104,"Comedy,Romance"
1200,KikiÕs Delivery Service,tt0097814,KikiÕs Delivery Service // ______,No,,4100000,1:44,2400000,KikiÕs Delivery Service,1000.0,movie,Kiki's Delivery Service,Majo no takkyûbin,1989,103,"Animation,Family,Fantasy"
1201,Kin,tt6017942,Kin (2018),No,,4100000,1:43,2400000,Kin,2018.0,movie,Kin,Kin,2018,102,"Action,Drama,Sci-Fi"
1205,Message from the King,tt1712192,Message from the King,No,2017-08-04,4100000,1:43,2400000,Message from the King,2017.0,movie,Message from the King,Message from the King,2016,102,"Action,Crime,Drama"
1208,Otherhood,tt4180560,Otherhood,Yes,2019-08-02,4100000,1:41,2400000,Otherhood,2019.0,movie,Otherhood,Otherhood,2019,100,Comedy
1218,The Main Event,tt10540242,The Main Event,Yes,2020-04-10,4100000,1:43,2400000,The Main Event,2020.0,movie,The Main Event,The Main Event,2020,101,"Action,Comedy,Family"
1222,The Starling,tt5164438,The Starling,Yes,2021-09-24,4100000,1:44,2400000,The Starling,2021.0,movie,The Starling,The Starling,2021,102,"Comedy,Drama"
1182,Art of Love,tt28355490,Art of Love // Romantik Hõrsõz,Yes,2024-03-14,4000000,1:39,2400000,Art of Love,2024.0,movie,Art of Love,Romantik Hirsiz,2024,99,"Drama,Romance"
1216,The Cloverfield Paradox,tt2548396,The Cloverfield Paradox,Yes,2018-02-04,4000000,1:42,2400000,The Cloverfield Paradox,2018.0,movie,The Cloverfield Paradox,The Cloverfield Paradox,2018,102,"Horror,Sci-Fi,Thriller"
1194,Grandpa-Sitter,tt10746876,Grandpa-Sitter // Papi Sitter,No,,3900000,1:37,2400000,Grandpa-Sitter,1000.0,movie,Papi Sitter,Papi Sitter,2020,90,"Comedy,Drama"
1195,Happiness Is,tt33498765,Happiness Is,Yes,2024-10-18,3900000,1:36,2400000,Happiness Is,2024.0,movie,Happiness Is,Happiness Is,2024,96,"Comedy,Drama,Romance"
1198,I Am the End of the World,tt33306253,I Am the End of the World // Io Sono La Fine Del Mondo,No,,3900000,1:36,2400000,I Am the End of the World,1000.0,movie,I Am the End of the World,Io sono la fine del mondo,2025,96,Comedy
1206,Nanny McPhee,tt0396752,Nanny McPhee,No,,3900000,1:39,2400000,Nanny McPhee,1000.0,movie,Nanny McPhee,Nanny McPhee,2005,97,"Comedy,Family,Fantasy"
1190,Faithfully Yours,tt20119468,Faithfully Yours,No,2023-05-17,3800000,1:35,2400000,Faithfully Yours,2023.0,movie,Faithfully Yours,Faithfully Yours,2022,95,"Crime,Mystery,Thriller"
1224,Unfrosted,tt14914430,Unfrosted,Yes,2024-05-03,3800000,1:36,2400000,Unfrosted,2024.0,movie,Unfrosted,Unfrosted,2024,97,"Biography,Comedy,History"
1225,Uninvited,tt33448091,Uninvited (2025),Yes,,3800000,1:34,2400000,Uninvited,2025.0,movie,Uninvited,Uninvited,2024,93,"Action,Crime,Drama"
1213,Sister Death,tt19175696,Sister Death // Hermana Muerte,Yes,2023-10-27,3700000,1:31,2400000,Sister Death,2023.0,movie,Sister Death,Hermana Muerte,2023,91,"Horror,Mystery"
1203,Last Call for Istanbul,tt23334616,Last Call for Istanbul // _stanbul iin son a_rõ,Yes,2023-11-24,3600000,1:31,2400000,Last Call for Istanbul,2023.0,movie,Last Call for Istanbul,Istanbul Için Son Çagri,2023,91,"Drama,Romance"
1187,Cleveland Abduction,tt4262142,Cleveland Abduction,No,,3500000,1:28,2400000,Cleveland Abduction,1000.0,tvMovie,Cleveland Abduction,Cleveland Abduction,2015,88,"Biography,Crime,Drama"
1210,Prey,tt15198608,Prey,Yes,2021-09-10,3500000,1:27,2400000,Prey,2021.0,movie,Prey,Prey,2021,87,"Adventure,Drama,Thriller"
